date,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,tv,fridge,ac,fans,lag_1,lag_2,hour,day,month,year,day_of_week,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,Appliances_smoothed,lag_3,lag_4,rolling_mean_3,rolling_mean_5
2024-01-11 17:20:00,0.8055935006943669,0.327349524815206,0.5305017888267134,0.2253452871335102,0.6794451213796989,0.2151877700232634,0.7555694033338516,0.344744744744748,0.7780623132735809,0.1755056537665265,0.3800370890136326,0.3674865376218891,0.8307044152342437,0.1705937794533456,0.6465721040189112,0.1733292645712514,0.6555860178204247,0.2195629552549427,0.6760485651214112,0.3654876741693463,0.1023255813953518,0.8947368421052632,0.4523809523809521,0.8358974358974354,0.5294117647058824,0.8618235893414039,0.8618235893414039,4,35,4,7,0.0467289719626168,0.0467289719626168,17,11,1,2024,3,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.1780821917808219,,,,
2024-01-11 17:30:00,0.871182489378457,0.327349524815206,0.5240803596000378,0.2253452871335102,0.6784140969162994,0.2151877700232634,0.7586851534506942,0.3414414414414415,0.7709489258785016,0.1755056537665265,0.3800370890136326,0.3637995439771018,0.8334007414897198,0.1643103989946559,0.6414893617021276,0.1641745498931923,0.6507882111034955,0.2195629552549427,0.6719094922737292,0.3617363344051447,0.1046511627906952,0.8947368421052632,0.4285714285714285,0.776923076923077,0.5248868778280543,0.9760001429143595,0.9760001429143595,9,30,2,9,0.0373831775700934,0.0467289719626168,17,11,1,2024,3,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.1780821917808219,,,,
2024-01-11 17:40:00,0.871182489378457,0.327349524815206,0.5314191358590947,0.2253452871335102,0.6767269659761924,0.2151877700232634,0.7586851534506942,0.3414414414414415,0.7626973965002135,0.1786908743430482,0.3800370890136326,0.3618590210061613,0.8482642399730365,0.1705937794533456,0.6393617021276594,0.1641745498931923,0.6507882111034955,0.2195629552549427,0.6719094922737292,0.357984994640943,0.1069767441860491,0.8947368421052632,0.4047619047619049,0.7179487179487183,0.5203619909502263,0.6112910537547616,0.6112910537547616,1,43,2,14,0.0373831775700934,0.0373831775700934,17,11,1,2024,3,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.2009132420091324,,,0.5026750627843499,
2024-01-11 17:50:00,0.871182489378457,0.327349524815206,0.5229795431611792,0.2253452871335102,0.675883400506139,0.2151877700232634,0.7555694033338516,0.3414414414414415,0.7712334613743062,0.1723204331899952,0.379134923817161,0.3599184980352205,0.8570947084597239,0.1643103989946559,0.6404255319148935,0.1641745498931923,0.6507882111034955,0.2195629552549427,0.6673565121412788,0.3542336548767418,0.109302325581396,0.8947368421052632,0.3809523809523806,0.6589743589743584,0.5158371040723981,0.9732918885520204,0.9732918885520204,6,35,1,8,0.0467289719626168,0.0373831775700934,17,11,1,2024,3,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.1952054794520548,0.5590597314781391,,0.5026750627843499,
2024-01-11 18:00:00,0.922383511344832,0.327349524815206,0.5158242363085968,0.2253452871335102,0.675883400506139,0.2151877700232634,0.7540115282754329,0.3414414414414415,0.7737942808365343,0.1691352126134737,0.378182638331997,0.358851210401203,0.8603640040444894,0.1643103989946559,0.6382978723404256,0.1641745498931923,0.6507882111034955,0.2195629552549427,0.6673565121412788,0.3504823151125402,0.1116279069767465,0.8947368421052632,0.3571428571428571,0.6000000000000001,0.5113122171945701,0.9858145849694084,0.9858145849694084,5,32,2,21,0.0373831775700934,0.0467289719626168,18,11,1,2024,3,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.2054794520547945,0.5590597314781391,0.5590597314781391,0.52848176899098,0.4350609718305003
2024-01-11 18:10:00,0.922383511344832,0.323829637451605,0.5101366847078255,0.2253452871335102,0.675883400506139,0.2102027251578597,0.7540115282754329,0.3414414414414415,0.7769241712903667,0.1691352126134737,0.3771802325581393,0.3567166351331684,0.863734411863835,0.1611687087653157,0.6382978723404256,0.1641745498931923,0.6507882111034955,0.2195629552549427,0.6673565121412788,0.3510182207931405,0.1131782945736503,0.8925438596491223,0.3690476190476192,0.6000000000000001,0.5105580693815986,0.8970508926774275,0.8970508926774275,7,44,3,6,0.0467289719626168,0.0373831775700934,18,11,1,2024,3,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.2191780821917808,0.6243160552400195,0.5590597314781391,0.52848176899098,0.45283459301323
2024-01-11 18:20:00,0.871182489378457,0.3167898627243926,0.5111687001192553,0.2253452871335102,0.6740088105726859,0.2102027251578597,0.7488705405826459,0.3414414414414415,0.7737942808365343,0.1755056537665265,0.3786838412189252,0.3547761121622276,0.8718570947084601,0.1674520892240054,0.6453900709219857,0.1641745498931923,0.6507882111034955,0.2195629552549427,0.6673565121412788,0.3515541264737405,0.1147286821705364,0.8903508771929828,0.3809523809523806,0.6000000000000001,0.5098039215686276,0.8849134884559396,0.8849134884559396,3,32,9,16,0.0467289719626168,0.0467289719626168,18,11,1,2024,3,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.2328767123287671,0.5590597314781391,0.6243160552400195,0.5542884751976103,0.4706082141959593
2024-01-11 18:30:00,0.871182489378457,0.323829637451605,0.5247225025227047,0.2275260479767378,0.6730715156059609,0.2151877700232634,0.752297865711169,0.3414414414414415,0.7868829136434787,0.1691352126134737,0.3786838412189252,0.3567166351331684,0.8759015840916754,0.1705937794533456,0.6489361702127661,0.1641745498931923,0.6507882111034955,0.2195629552549427,0.6673565121412788,0.3520900321543408,0.1162790697674402,0.8881578947368421,0.3928571428571428,0.6000000000000001,0.5090497737556561,0.3573379354716981,0.3573379354716981,1,39,14,16,0.0467289719626168,0.0467289719626168,18,11,1,2024,3,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.2465753424657534,0.6243160552400195,0.5590597314781391,0.5761686867069917,0.4856775759212401
2024-01-11 18:40:00,1.0,0.3312214009151744,0.5184845427025035,0.2367337048703677,0.6730715156059609,0.2151877700232634,0.7540115282754329,0.3414414414414415,0.801109688433632,0.1691352126134737,0.3786838412189252,0.3567166351331684,0.8783282777216047,0.17507068803016,0.6921099290780142,0.1641745498931923,0.6507882111034955,0.2195629552549427,0.6673565121412788,0.3526259378349411,0.1178294573643512,0.8859649122807013,0.4047619047619049,0.6000000000000001,0.5082956259426845,0.616175588383756,0.616175588383756,62,42,30,96,0.0560747663551401,0.0467289719626168,18,11,1,2024,3,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.273972602739726,0.6243160552400195,0.6243160552400195,0.5980488982163732,0.5185205588292503
2024-01-11 18:50:00,0.964387188987466,0.3460049278423114,0.5331620952206231,0.2418221468378985,0.6730715156059609,0.2151877700232634,0.7505842031469099,0.3513513513513515,0.801109688433632,0.1691352126134737,0.3786838412189252,0.3547761121622276,0.8796090326929554,0.2016965127238454,0.7469267139479892,0.1611229783338414,0.6522732465158771,0.2081165452653486,0.6673565121412788,0.3531618435155411,0.1193798449612337,0.8837719298245618,0.4166666666666663,0.6000000000000001,0.5075414781297136,0.580654625304892,0.580654625304892,92,37,33,418,0.205607476635514,0.0560747663551401,18,11,1,2024,3,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.2876712328767123,0.6243160552400195,0.6243160552400195,0.6199291097257549,0.5335899205545303
