date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,tv,fridge,ac,fans,lag_1,lag_2,hour,day,month,year,day_of_week,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,Appliances_smoothed,lag_3,lag_4,rolling_mean_3,rolling_mean_5
2024-01-11 17:20:00,0.5590597314781391,0.8055935006943669,0.32734952481520607,0.5305017888267134,0.2253452871335102,0.6794451213796989,0.2151877700232634,0.7555694033338516,0.34474474474474803,0.7780623132735809,0.1755056537665265,0.3800370890136326,0.3674865376218891,0.8307044152342437,0.17059377945334564,0.6465721040189112,0.17332926457125142,0.6555860178204247,0.21956295525494274,0.6760485651214112,0.3654876741693463,0.10232558139535186,0.8947368421052632,0.4523809523809521,0.8358974358974354,0.5294117647058824,0.8618235893414039,0.8618235893414039,4,35,4,7,0.04672897196261682,0.04672897196261682,17,11,1,2024,3,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.1780821917808219,,,,
2024-01-11 17:30:00,0.5590597314781391,0.871182489378457,0.32734952481520607,0.5240803596000378,0.2253452871335102,0.6784140969162994,0.2151877700232634,0.7586851534506942,0.3414414414414415,0.7709489258785016,0.1755056537665265,0.3800370890136326,0.3637995439771018,0.8334007414897198,0.16431039899465594,0.6414893617021276,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6719094922737292,0.3617363344051447,0.1046511627906952,0.8947368421052632,0.42857142857142855,0.776923076923077,0.5248868778280543,0.9760001429143595,0.9760001429143595,9,30,2,9,0.03738317757009346,0.04672897196261682,17,11,1,2024,3,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.1780821917808219,,,,
2024-01-11 17:40:00,0.6243160552400195,0.871182489378457,0.32734952481520607,0.5314191358590947,0.2253452871335102,0.6767269659761924,0.2151877700232634,0.7586851534506942,0.3414414414414415,0.7626973965002135,0.1786908743430482,0.3800370890136326,0.3618590210061613,0.8482642399730365,0.17059377945334564,0.6393617021276594,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6719094922737292,0.357984994640943,0.10697674418604919,0.8947368421052632,0.40476190476190493,0.7179487179487183,0.5203619909502263,0.6112910537547616,0.6112910537547616,1,43,2,14,0.03738317757009346,0.03738317757009346,17,11,1,2024,3,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.2009132420091324,,,0.5026750627843499,
2024-01-11 17:50:00,0.5590597314781391,0.871182489378457,0.32734952481520607,0.5229795431611792,0.2253452871335102,0.675883400506139,0.2151877700232634,0.7555694033338516,0.3414414414414415,0.7712334613743062,0.17232043318999524,0.379134923817161,0.3599184980352205,0.8570947084597239,0.16431039899465594,0.6404255319148935,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6673565121412788,0.3542336548767418,0.10930232558139608,0.8947368421052632,0.38095238095238065,0.6589743589743584,0.5158371040723981,0.9732918885520203,0.9732918885520203,6,35,1,8,0.04672897196261682,0.03738317757009346,17,11,1,2024,3,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.1952054794520548,0.5590597314781391,,0.5026750627843499,
2024-01-11 18:00:00,0.6243160552400195,0.9223835113448321,0.32734952481520607,0.5158242363085968,0.2253452871335102,0.675883400506139,0.2151877700232634,0.7540115282754329,0.3414414414414415,0.7737942808365343,0.16913521261347375,0.378182638331997,0.35885121040120305,0.8603640040444894,0.16431039899465594,0.6382978723404256,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6673565121412788,0.3504823151125402,0.11162790697674652,0.8947368421052632,0.3571428571428571,0.6000000000000001,0.5113122171945701,0.9858145849694083,0.9858145849694083,5,32,2,21,0.03738317757009346,0.04672897196261682,18,11,1,2024,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.2054794520547945,0.5590597314781391,0.5590597314781391,0.52848176899098,0.4350609718305003
2024-01-11 18:10:00,0.6243160552400195,0.9223835113448321,0.323829637451605,0.5101366847078255,0.2253452871335102,0.675883400506139,0.21020272515785976,0.7540115282754329,0.3414414414414415,0.7769241712903667,0.16913521261347375,0.3771802325581393,0.3567166351331684,0.863734411863835,0.16116870876531575,0.6382978723404256,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6673565121412788,0.3510182207931405,0.11317829457365036,0.8925438596491223,0.36904761904761924,0.6000000000000001,0.5105580693815986,0.8970508926774275,0.8970508926774275,7,44,3,6,0.04672897196261682,0.03738317757009346,18,11,1,2024,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.2191780821917808,0.6243160552400195,0.5590597314781391,0.52848176899098,0.45283459301323004
2024-01-11 18:20:00,0.6243160552400195,0.871182489378457,0.3167898627243926,0.5111687001192553,0.2253452871335102,0.6740088105726859,0.21020272515785976,0.7488705405826459,0.3414414414414415,0.7737942808365343,0.1755056537665265,0.37868384121892523,0.35477611216222765,0.8718570947084601,0.16745208922400545,0.6453900709219857,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6673565121412788,0.3515541264737405,0.11472868217053644,0.8903508771929828,0.38095238095238065,0.6000000000000001,0.5098039215686276,0.8849134884559396,0.8849134884559396,3,32,9,16,0.04672897196261682,0.04672897196261682,18,11,1,2024,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.2328767123287671,0.5590597314781391,0.6243160552400195,0.5542884751976103,0.47060821419595933
2024-01-11 18:30:00,0.6796436183471544,0.871182489378457,0.323829637451605,0.5247225025227047,0.2275260479767378,0.6730715156059609,0.2151877700232634,0.752297865711169,0.3414414414414415,0.7868829136434787,0.16913521261347375,0.37868384121892523,0.3567166351331684,0.8759015840916754,0.17059377945334564,0.6489361702127661,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6673565121412788,0.35209003215434087,0.11627906976744029,0.8881578947368421,0.39285714285714285,0.6000000000000001,0.5090497737556561,0.3573379354716981,0.3573379354716981,1,39,14,16,0.04672897196261682,0.04672897196261682,18,11,1,2024,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.2465753424657534,0.6243160552400195,0.5590597314781391,0.5761686867069917,0.48567757592124017
2024-01-11 18:40:00,0.6796436183471544,1.0,0.3312214009151744,0.5184845427025035,0.2367337048703677,0.6730715156059609,0.2151877700232634,0.7540115282754329,0.3414414414414415,0.801109688433632,0.16913521261347375,0.37868384121892523,0.3567166351331684,0.8783282777216047,0.17507068803016002,0.6921099290780142,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6673565121412788,0.35262593783494117,0.11782945736435124,0.8859649122807013,0.40476190476190493,0.6000000000000001,0.5082956259426845,0.616175588383756,0.616175588383756,62,42,30,96,0.05607476635514019,0.04672897196261682,18,11,1,2024,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.273972602739726,0.6243160552400195,0.6243160552400195,0.5980488982163732,0.5185205588292503
2024-01-11 18:50:00,0.6796436183471544,0.964387188987466,0.3460049278423114,0.5331620952206231,0.2418221468378985,0.6730715156059609,0.2151877700232634,0.7505842031469099,0.35135135135135154,0.801109688433632,0.16913521261347375,0.37868384121892523,0.35477611216222765,0.8796090326929554,0.20169651272384548,0.7469267139479892,0.16112297833384148,0.6522732465158771,0.20811654526534862,0.6673565121412788,0.35316184351554114,0.11937984496123377,0.8837719298245618,0.41666666666666635,0.6000000000000001,0.5075414781297136,0.580654625304892,0.580654625304892,92,37,33,418,0.205607476635514,0.05607476635514019,18,11,1,2024,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.2876712328767123,0.6243160552400195,0.6243160552400195,0.6199291097257549,0.5335899205545303
