ds,y,Fridge,Chest Freezer,Upright Freezer,Tumble Dryer,Washing Machine,Dishwasher,Computer Site,Television Site,Electric Heater,yhat,yhat_lower,yhat_upper,error
2013-10-09,8.572978652340643,134.30973612732018,196.13640142659972,235.17011999665388,204.8172786177106,0.0,0.0,0.0,87.91710476542562,10.99824253075571,8.613001508821167,6.375073532958592,10.917387020169237,0.04002285648052428
2013-10-10,9.542631268487494,393.5147100356184,350.9264771412577,789.0554394151071,0.1958041958041958,0.0,926.0466690843402,29.18006993006993,164.11413891921785,23.992369620744284,8.819046215198075,6.4199730141613225,11.29782614193501,0.723585053289419
2013-10-11,8.63976146145094,320.6541217379711,375.39687915082095,633.2890949648786,0.0,0.0,0.0,0.0,1.404293381037567,23.996661101836395,8.543307611497102,6.2369051837890135,10.913779487115784,0.09645384995383743
2013-10-12,8.54842623680612,304.43363256183346,364.14626983993793,598.3958067778357,0.0,0.0,0.0,0.0,1.4581818181818182,23.972376481918012,8.415642203927082,6.041343833366818,10.785137702330154,0.13278403287903906
2013-10-13,8.546185963491128,276.6595172866211,361.36250676950425,609.1436108568636,0.0,0.0,0.0,0.0,1.511744966442953,23.98983998011641,8.323267191526822,5.899597175214059,10.6691652051397,0.22291877196430576
2013-10-14,8.683569640246313,265.3958531076727,370.4843360623764,617.8065684577114,0.0,0.0,0.0,0.0,1.5041876046901173,23.984915793762628,8.077044598642544,5.735329519134582,10.354563332401716,0.6065250416037689
2013-10-15,8.94249849902018,249.96505843009805,348.084076344889,550.5856698153194,0.0,0.0,0.003338898163606,0.0,1.573109243697479,23.991556537640097,8.358568970593302,5.895957853616383,10.778956742944766,0.5839295284268786
2013-10-16,8.703120614720051,249.89590072523157,346.16769316241044,562.1726562706476,0.0,0.0,0.0,0.0,1.5660377358490567,24.0,8.547370452419166,6.077036258598312,10.903050935938255,0.155750162300885
2013-10-17,9.311517194339718,244.3446695897691,365.5286659558851,573.2313194481109,0.0,0.0,0.0,0.0,1.5167224080267558,23.98816571418804,8.99715209810012,6.716621867751086,11.379067902348806,0.3143650962395981
2013-10-18,8.56022026373128,294.07088045407176,367.173860740936,570.3994620036057,0.0,0.0,0.0,0.0,1.510135135135135,23.998275862068965,9.023618543523,6.642049715386527,11.53421165728957,0.4633982797917202
2013-10-19,8.401338754314606,278.7786694403388,380.58144183680855,557.0747607520661,0.0,0.0,0.0,0.0,1.5202702702702702,23.984893007768253,9.140775601078664,6.735401419020695,11.525866650387751,0.7394368467640575
2013-10-20,8.980157187282582,277.50403253960303,385.30950599755766,573.9833127005638,0.0,0.0,0.0,0.0,1.546979865771812,23.954676930019406,9.145683893092682,6.821985020368359,11.455591077627783,0.16552670581009998
2013-10-21,8.539481426649504,266.01159450693257,351.7102306742788,590.4779228733328,0.0,0.0,0.0,0.0,1.5261382799325465,23.976995081562613,8.81791675693125,6.296440307349251,11.157869844917576,0.27843533028174683
2013-10-22,9.02635856099015,305.399594241256,396.2532388605534,591.3134080680302,0.0,0.0066666666666666,0.0,36.665765570934255,74.37469413630423,23.97816991010309,8.87294189758705,6.453386046712369,11.33337663000407,0.15341666340309956
2013-10-23,9.551027881859174,430.2272298577258,395.4497020017638,738.3218676093352,118.06761651315752,1102.1930938545493,0.2365988909426987,43.290820272664064,214.99131503907773,24.0,8.767013475025411,6.389369342505271,11.107818692039206,0.7840144068337622
2013-10-24,9.592706043799724,431.7397885432575,400.7967855947537,780.4349154835097,350.1527743627572,264.2704081632653,0.0,13.165,100.74415063091811,23.989272579903705,8.935091582869578,6.352527239307405,11.288393040329703,0.6576144609301462
2013-10-25,9.328427138616824,443.20512437356126,427.5349678249847,698.0215989034791,0.0,0.0,894.0759414394228,32.70812450709009,223.79079215388933,23.979042985912784,8.744273149620318,6.341634042012695,11.053216895288646,0.5841539889965066
2013-10-26,9.16948118771944,380.8281332936618,423.83746171130986,696.2040305965241,0.0,286.1766666666667,0.0535117056856187,10.947110132602813,144.27431117479892,22.98664714318527,8.716034678890079,6.352160969126769,11.107967129840691,0.45344650882936044
2013-10-27,9.493295819826372,421.13288804609857,390.5731066270121,663.1838500003296,474.65833333333336,533.2283333333334,0.0,127.18682095930929,256.73983695969133,23.98998042026175,8.621696465930626,6.330846613084712,10.982972308021417,0.8715993538957463
2013-10-28,9.408532255109558,415.9088887189823,389.07722478459726,588.9027282134929,158.80639730639732,298.7898214153621,0.0,69.85618881392094,123.35724223676348,23.9983164983165,8.208340167596125,5.784318459080061,10.471451659254324,1.2001920875134324
2013-10-29,9.717068423193508,403.5429382859916,366.68866149044527,675.2569680719882,0.0,675.2237692460673,935.7729549248749,13.304737481682691,83.87686659388586,23.9983305509182,8.177988032241027,5.596645427376839,10.425887417814572,1.5390803909524813
2013-10-30,9.709983182802754,415.1071771726233,358.0505366888378,741.7049717786851,0.8080808080808081,358.0802085659124,0.0,0.0,132.0146428690224,23.993299319727893,8.003485749892898,5.601179669778405,10.379211693376789,1.7064974329098561
2013-10-31,9.413415860147136,420.0762433892856,352.0336307097192,639.1841290833481,0.0,309.4504507293395,896.3879598662207,59.145351569084326,81.46156303883285,23.986240411169103,8.158227816648715,5.851024944627245,10.464584283955194,1.2551880434984213
2013-11-01,9.128020838984725,424.49721106895686,361.9855547243876,646.0558368974929,259.77966101694915,0.0,0.0,13.859998869752244,91.11093568472413,23.998305084745763,8.048823839787469,5.648104992884508,10.304876626568776,1.079196999197256
2013-11-02,9.210521879709532,359.8350025735678,368.3116413156317,646.1337558048257,0.0,293.1103672316384,0.0,52.80629617675483,139.04198580448016,23.98094585217377,8.216463324783495,5.8110867463421805,10.493186056269108,0.9940585549260366
2013-11-03,9.654065112524108,398.12411390244665,350.92690862454674,808.9794706952855,0.0,291.64395229982966,927.143615819209,80.2181104426423,235.36121499277792,23.973591126251662,8.421871038630146,6.011831058986598,10.673294870522572,1.2321940738939627
2013-11-04,9.608787848493948,362.18791299757055,318.20116857617273,596.6141903630471,0.0,311.9051094890511,0.0,49.81299811049381,137.58180259568957,23.99159363833277,8.374084658608279,6.118692819105527,10.704225655316687,1.2347031898856695
2013-11-05,9.326751694710277,349.4880195166047,316.57213037474463,615.5180457834874,0.0,0.0,0.0,41.41552202785982,258.5359975978473,23.98831663884252,8.7212447404017,6.292442008765759,11.107788794330618,0.6055069543085771
2013-11-06,9.200001731997906,357.7826565916833,366.5922720707512,617.1873047919279,0.0,0.0,997.4772929485332,16.177003816793892,183.620571835695,23.978656545361545,8.879200896572183,6.586336590496021,11.310088219645833,0.32080083542572346
2013-11-07,8.396983402389324,157.0861670626577,177.2045531447519,350.0954850198666,0.0,357.5912508544087,0.0,0.0,1.482269503546099,10.99514563106796,9.270095528747916,6.764862484919838,11.642240807646278,0.8731121263585919
2013-11-08,9.323604324614449,371.1895848600375,175.7877646084945,517.1863569003835,0.4183006535947712,0.0,949.500018436578,0.0,88.58443445884788,13.0,9.260422220182512,6.841191881257726,11.627067431249923,0.06318210443193628
2013-11-09,9.76559234217718,395.2696833512056,290.50561447915373,624.4994585837883,0.0,0.0,899.4035087719299,29.977157204029453,112.85222157337996,2587.010568283167,9.36816458333528,7.125955820746706,11.652534732458143,0.39742775884189996
2013-11-10,10.03169054829873,419.1904126669627,305.30830732924665,741.8682196329837,0.0350877192982456,674.6243067345783,832.5380334636425,59.85589431684391,230.9884024976534,10285.60080478645,9.356398564429975,6.973230958864154,11.559149924841996,0.675291983868755
2013-11-11,9.7291103681922,425.42461535533056,331.02850274997684,716.7752703604734,0.0,0.0,0.0,18.76576477690577,126.13011598978622,6321.225761908481,8.970928465186132,6.627250085021207,11.40542663325197,0.7581819030060686
2013-11-12,9.908914675549218,409.3958487914645,355.6136693320556,645.1882583569401,0.0,642.6162432704555,924.4281914893616,42.317227795900784,113.5401540557046,5512.322781021494,8.93278543626641,6.438574153658456,11.243385586323214,0.9761292392828071
2013-11-13,9.851059206530884,378.56857117436266,315.53411942952624,630.7952299281048,205.59173126614988,315.9663951520876,0.0,51.73881076569876,199.0564034309256,5979.014301048744,8.754240189914686,6.2980015855196125,11.062390368409682,1.0968190166161982
2013-11-14,10.044034916035471,449.0974754014182,327.56826786908573,722.1426301398724,11.700831024930748,254.78291828076,932.0383693045565,58.97867161734342,205.6773594709444,6002.580072985964,8.949771174801743,6.5598043999470015,11.222205750119862,1.0942637412337284
2013-11-15,9.881119280852737,411.6717666697612,333.1513951328724,665.0033096040585,179.4086734771323,329.89880516880515,20.043478260869566,22.62401037401037,179.09192070482757,7223.086238126595,8.94024085598986,6.697181138437736,11.33505359710746,0.940878424862877
2013-11-16,9.80237633114853,381.4245366902165,351.29345473820445,626.0349019145681,212.15851602023608,0.0,970.2357663407372,27.423725136879128,21.346349745331068,5944.484341581328,9.235187717390255,7.039434600278813,11.474497742735416,0.5671886137582742
2013-11-17,9.858763647706832,439.2103002244419,344.3644155329812,618.216816787836,0.0,0.0,0.0,90.64267448127325,170.963942536764,5726.263030180988,9.524552939353526,7.255549027390656,11.810486459070413,0.33421070835330546
2013-11-18,9.655211953652111,383.4607451554141,347.12435134351466,746.9780422765485,0.0,0.0068000480653687,0.0,38.78317952415285,179.38817241987863,5536.721826920442,9.441537154721122,7.011414468490994,11.681971688269163,0.21367479893098995
2013-11-19,10.009857684591871,400.3199152188967,297.29415636549487,625.2553164676805,0.5342237061769616,678.7114278482443,951.3283510111604,33.41963614281425,20.79971124971125,6028.739190757015,9.598026254013996,7.2872640448769985,11.953885878583671,0.41183143057787497
2013-11-20,9.747868713329945,341.2960509873389,304.5260847353366,605.2278331341644,0.0016750418760469,0.0,0.0,9.64527027027027,1.4705882352941178,4886.493591866407,9.44213091065246,6.95676580482181,11.751567580930152,0.3057378026774842
2013-11-21,9.843455686289772,381.23056320007737,329.6629519319916,686.3857437782426,21.38118389126508,0.0,0.0,15.135451505016722,88.52183468490031,3667.322158987847,9.490092159759133,7.030449329903655,11.847291553533312,0.3533635265306394
2013-11-22,9.941084717230533,387.4062457595558,332.4968338566616,811.1268209638745,633.6327447015974,987.1654651162792,0.0,77.11833853254088,346.083558253436,6170.233667560754,9.221709856173222,7.080222395390182,11.564808852242026,0.719374861057311
2013-11-23,9.932777768441497,375.87929693422086,301.71599149151524,637.9589641765605,0.4371584699453552,354.9515503875969,0.0,157.7375964348286,192.3502882503044,6081.164468892906,9.230067487138037,7.015171323229564,11.696963510780895,0.7027102813034602
2013-11-24,9.99354829703966,436.5753445784961,310.5186031555628,640.2960188121201,5.01467750126968,0.0,1124.9421352803415,137.1660311447181,158.91691888253902,6057.981720271662,9.274385093750393,6.866511549514024,11.597926446283,0.7191632032892663
2013-11-25,9.725127458930016,472.4569149701665,324.394502015282,695.7029044304911,0.0,305.8190381461159,0.0,45.29901190666231,207.12054662894928,6493.376851084788,9.017222488351042,6.691972403474369,11.349944564931617,0.7079049705789746
2013-11-26,9.829599580836472,279.37864731810845,252.92227893907616,558.8058705184717,0.0,298.9479835627304,0.0,0.0,187.38317714703544,2740.589129520736,9.058584924745002,6.605669644822221,11.437034349608538,0.7710146560914701
2013-11-27,9.908185421035505,405.6225728130033,323.5968500129292,734.959488191317,360.0948494230228,738.9554217378918,918.1337063223092,57.32461992009697,184.2717309790953,5100.787607447352,8.813845520500132,6.569168601143025,11.288360128215665,1.0943399005353722
2013-11-28,9.733622941716972,345.0870762596203,267.03877746247434,712.3446845020303,0.0,0.0,0.0,30.347302340083807,79.42330507438157,5137.605019411712,8.773910067183026,6.452045870412028,11.26537734860883,0.9597128745339454
2013-11-29,9.489870809920571,361.5865452206696,186.6202723554543,677.6068150046441,0.0,0.0,791.3369507602175,14.764176755963383,52.47855509651559,4987.87179793103,8.420298694085,6.04068162768241,10.703002426956798,1.0695721158355713
2013-11-30,9.600020965095355,1157.6482159344596,100.03336028002008,535.3591405542527,0.0,0.0,0.0,0.0,1.4739454094292803,5017.150240126134,8.376056317697378,5.990832150492972,10.615283489862406,1.2239646473979775
2013-12-01,9.6774928316827,899.8342189857676,91.4765164521583,483.1550595237517,0.0,0.0,0.0,0.0,1.6080402010050252,5012.503744804928,8.44273798999341,6.106845321281368,10.967130237827885,1.2347548416892913
2013-12-02,9.74608805612103,543.2066054089454,196.3364682894799,542.8066238102697,0.0,358.293509555721,5.505376344086022,20.3005823134623,133.21373528579457,4970.009184375668,8.315156491959973,5.966565517618157,10.653440687579725,1.4309315641610567
2013-12-03,9.66669882216986,386.1834995919588,309.25372210035147,691.292634010014,0.0,634.419879491042,0.0,70.23911609460365,137.66849484802512,4990.961474907506,8.598856195508606,6.156784284807733,10.957435236924498,1.0678426266612533
2013-12-04,9.833456972551822,600.2822232125365,258.0277744668265,596.7299015709408,0.0,1294.4038636893192,0.0,19.692792921364347,218.3450095357767,4982.251575517937,8.684353737474597,6.234558939847881,11.021091070724042,1.1491032350772254
2013-12-05,9.857697609469026,403.9357230906442,407.078541844714,774.7549580705949,104.72447013487476,0.0,0.0,48.80611935328034,140.69511161120386,6217.954799096719,9.01542413070218,6.415824796687288,11.161085107365883,0.8422734787668471
2013-12-06,9.854659015124316,346.9443259707693,317.91229586793605,673.0989616612594,2.529644268774704,723.6100445900577,1007.368533654248,0.0,210.84699048233773,4961.904889454541,9.017231471350014,6.763558981041901,11.28340480195929,0.837427543774302
2013-12-07,9.910330005275394,376.1830991745309,325.72016334263554,734.3152770474866,0.0,730.7182148428183,0.0,50.94012197577485,48.592453238330606,7874.186338457299,9.25830640455889,6.991167086815604,11.645340810773272,0.6520236007165039
2013-12-08,9.948530137736746,433.5522077485536,320.5810067987991,695.0531108925286,152.08121827411168,0.0,937.5748685509608,57.76725868264926,205.15342702285076,5036.960515885498,9.49428011748746,7.282799555702815,11.759694976925749,0.45425002024928673
2013-12-09,9.640224822417128,360.8106096476265,335.2301309926577,632.9352592994981,0.0,0.0,0.0,8.04094254494509,111.1251328166317,5016.257357357228,9.387685089828482,7.185102326843702,11.601448031532444,0.25253973258864626
2013-12-10,9.858872756738402,405.9291133461099,330.97611873206847,805.6158532763798,0.0,0.0,967.2863741339494,15.41195891415994,103.15201269231474,5004.87477763851,9.532592537998728,7.193296512462084,11.929028800712114,0.32628021873967405
2013-12-11,9.953146759698884,334.0371716286195,352.3958172380412,603.7413892532425,561.1180688804446,679.4977479210866,0.0,45.77976796585567,145.7294538692396,4971.920214749037,9.33829907814316,6.9319497908093775,11.846956686873432,0.6148476815557231
2013-12-12,9.734814436114544,1252.420641456918,324.21710836230375,610.0009952983947,0.0,0.0,1025.717483363581,3.103194103194104,81.93903425171837,6998.232121148784,9.303955700748872,6.976676465799218,11.550837250643507,0.4308587353656712
2013-12-13,9.317632004730717,953.6099314658658,345.5722837886603,562.7540016081789,0.0,0.0,0.0754716981132075,0.0,1.540677966101695,4985.729288074112,8.941881718092025,6.603440393034217,11.234648721942804,0.3757502866386915
2013-12-14,9.38123487957601,810.7301369794927,331.8566635196164,615.0018227347933,0.0,0.026711185308848,0.0,0.0,1.4577702702702702,5075.216950470223,8.91895012369366,6.5695041746192055,11.352890182401705,0.4622847558823491
2013-12-15,9.467497312379704,315.78492400656125,348.65811752028515,512.6022734481701,0.0,0.0,0.0,0.0,33.659791725765004,5033.511109808014,9.067937920869111,6.439749114530153,11.378302648980217,0.39955939151059283
2013-12-16,9.825964543879207,300.4736930436948,336.7174186921301,631.9752219883683,0.0,700.2416648951541,1501.2378702309948,45.602122859193926,123.7696439317936,4907.012184947093,9.075929322282658,6.9200153158240845,11.45381480042841,0.7500352215965496
2013-12-17,9.903744546681084,333.9983007358615,387.7648432776866,626.0040648571052,0.0,1651.356750100109,0.0,0.0,128.94829929548854,6125.208595732503,9.494313081106544,7.282662957840292,11.870813289328048,0.40943146557454035
