date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,tv,fridge,ac,fans,lag_1,lag_2,hour,day,month,year,day_of_week
2024-05-28,73.44839970171176,0.00029537117920882145,20.79844167038035,36.591836849226986,17.770726000974577,39.800390725558934,21.668350402631432,36.31812346606743,19.209199694013876,36.05269450274435,19.773268102680795,54.176176999055,-1.7152446573558278,52.951875578026254,19.77757601780878,33.6005644263752,23.343954699099267,42.9787435489783,18.881258720240435,39.80910875765086,-0.34251490965954545,758.6011847839515,98.76605102243894,2.0987205794991866,40.97700903511029,-0.22683175930017585,30.97607069730219,30.977204822183715,8.459048480630265,39.022723192764104,4.889357858912301,21.077943457740506,62.43338375909147,51.82799661425305,-5.562010146739285,22.051722282801425,3.418433014865342,2024.0014785219794,0.5368553383697807
2024-05-29,51.04593635620566,0.00031650052911594295,19.22252788507608,43.872911824024925,19.128185532681982,41.673325143696566,19.645401544950584,42.09464586506634,18.33553904303259,42.42724093581275,16.77418572547137,59.67890624984015,3.791762051655706,89.38688053922556,16.484975794995318,38.63321515769609,19.13977836235458,48.6791277578467,16.78631527162162,43.72954620176206,5.22770675584638,749.4248882768894,87.30229891267334,6.604261617906336,38.28537492609654,3.1928311775579665,50.66712736396114,50.668396418290996,3.663658554892967,43.62764412852037,-1.2703487429803944,5.021677744206707,46.44619966148021,38.02311410395965,10.002476213090358,9.66281482450516,1.2508634178563978,2024.0005182702073,5.590808604201344
2024-05-30,41.36524519105843,-0.0008741102170202417,20.42923957054577,39.012134828796384,18.30605042042432,41.10468738800748,20.730029994516435,39.407528711867535,19.069806093624884,40.509740510016044,18.44855439367408,52.481322953183216,6.2566791430042175,85.37051375413289,18.402679518782797,35.3631647435341,20.81519345395724,49.55185336598154,18.178344875592977,42.400652907762264,4.593320593309633,757.4905500641763,96.63442091841355,3.6411808194098687,32.504104228989675,4.128368822888932,32.86611326157657,32.867871396365985,0.08936626578346951,44.08566423942201,-0.8118205161385261,-1.9959313458304404,45.76141960895133,55.87575251625311,6.058663944757821,19.646084677448997,2.8501147724582214,2023.9985972056782,1.817976799666917
2024-05-31,36.472056102827324,0.00105026467906898,20.986307114332273,42.07204215547241,20.767280067745432,40.26345132690733,21.2553299170473,42.700008247214235,19.610120117961255,43.90832523054811,18.144988587691095,53.108593360673225,5.556609867424714,96.8045327536824,17.87801360330048,38.99474104681038,19.92741732452653,51.27207603051137,17.16511163361904,45.83286805477851,5.864284186676652,767.1660379706618,96.11208203901714,2.9137778713224045,40.19142785955966,5.258182309477393,33.712318733923844,33.71096758088018,-5.20953406773158,39.61658321726976,2.359519626600064,-0.29233321882738394,10.207809330038394,15.018996103236866,1.724333438548018,14.209511706501228,1.3465781194881496,2023.9992129153852,1.7153826284854832
2024-06-01,50.52126621744857,-0.0009374184513583643,23.00724691666701,42.352694118950936,20.497373608203105,45.15430185181586,23.634792160727258,41.1630020111224,22.07959666812209,41.08957154057462,21.820220420823073,51.937522670144716,5.862128919498511,87.72014414006912,22.856156389303138,40.19621898006139,24.697580733453123,48.12052231737934,21.80523540295182,45.338530494110096,6.431047914739956,752.3881339854939,101.79410828477793,0.12709260036229386,17.10758096395919,6.942556075908948,12.959975085909281,12.958871703917984,-1.2165211641555334,36.43806750791516,2.8962798233732547,12.405995809612307,41.483456082179714,44.18676543462256,7.3777106058048485,16.61076966748507,3.3400534881400756,2023.9996422126287,0.987700790228558
2024-06-02,29.565829490196712,-5.8068474300289975e-05,17.896732453005907,44.825396008508385,18.27776399839006,43.52623295661243,18.813472201833505,42.96215590099943,16.18029393445303,45.091508949429006,16.133753331082467,59.99808509000636,10.863083897173915,73.67161853131233,17.470471880400996,39.1423729820749,17.60189308903358,41.85401959379683,15.688509762792425,45.924972860000125,10.223476932683882,759.9004153203405,54.01797259662975,7.458254151409815,33.52776875647014,1.934285679603951,39.73171470794473,39.73284420484361,2.325573312767375,26.611642178315776,0.24504948196099985,0.3850443166831763,28.547702989147353,29.44935194521408,22.060823333708356,15.190515393762798,0.06560106704196977,2023.9991475666543,0.1433976148305054
2024-06-03,58.60436563268667,-0.00019358596542287326,20.21716517298526,46.95808564504732,20.16358052421811,45.66533915763889,19.54431636446744,45.04782263928917,18.49345995713384,46.55755426798498,18.030131491610017,43.62388793624507,9.522420644129932,85.06705693954444,19.113916829470103,44.32095882658654,18.040089331376898,43.57076881729552,17.967169025544095,48.597965376894955,9.070801310980691,764.3775151883118,85.39066269598307,6.058130501505852,46.350262672228105,6.486391390629301,42.14081334100064,42.14131109039336,6.326691297340358,34.236313529910454,4.954764992135832,13.087937939046117,61.86213371178462,45.01133277085455,21.129479558424293,24.43781625012665,0.7430997374302071,2023.9999301979042,0.27567697593764207
2024-06-04,60.69509804590968,0.00019669762636553706,23.065080531346013,49.31247213931349,21.41211068864256,50.35122962662888,23.97449849766783,46.97317165531797,21.759031412636222,49.76626473979422,21.00377113197797,65.75401252538754,12.555186510836272,95.15923113115274,21.21597894971823,49.3693252854531,21.557700725755492,55.07309118978989,20.31119408372626,52.6802963287382,12.681078306213788,746.9020255618417,95.85430568153637,6.807108769555204,22.8549603299059,12.138977787393515,42.56623063976835,42.565822396992644,3.330231083159906,40.69379086796719,3.3876407517419898,13.281910449830326,63.94666091058319,56.54387022603205,3.4117471640347565,18.591464711480146,2.4329326182939344,2024.0003102667456,4.55723101426692
2024-06-05,65.14693011712166,-0.00037716114616708315,22.610369663250342,46.459736200564585,21.8781808143254,45.701069954092155,23.431482820380474,45.869347272448,20.87190124481702,46.35954253851015,19.972447031901694,57.1135988545223,11.497569108248245,72.27508305707713,20.598516943220428,46.48574370173316,21.8238369687597,51.848801300186544,19.201639772700233,50.60855395165003,10.995951635875901,749.8427159208802,80.58751863057883,6.812582616995568,18.9478677822213,7.611130159560124,36.73631056816418,36.73661130242246,8.593680653546418,36.79433215576678,3.0511862173921127,16.709972814237645,58.96886384367363,45.54188711744633,7.722739581129513,8.276689734539588,2.148193583830966,2024.000018513125,3.8725457345286833
2024-06-06,57.989488107699486,-0.0016900669390987394,22.0889248767671,40.34754578122982,20.964997524856972,40.6055402862891,22.55741517206456,37.98990024888252,23.300801409570315,36.32160294499973,20.335776713847146,50.05367214731979,5.9426604420470355,50.32773891102208,22.69283372969481,34.09365435429411,23.71211370197892,38.68220225710263,21.068990624748345,39.54126964895387,3.692948310665563,750.8762450399598,81.0985758466035,-1.7477731087077193,37.73264647899301,0.08353478824829264,2.662152319198597,2.6641075552593207,1.9220049913785962,39.7702709468003,0.27340317970387495,16.021171681516975,68.60165608388651,71.6837501622222,8.76259063587705,17.000505436268554,3.659458537388229,2024.0004691756412,3.4358560512299614
